gameId,gameDate,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId,gameId,gameType,gameLabel,gameSubLabel,seriesGameNumber
21000939,2011-03-06 21:00:00,Boston,Celtics,1610612738,Milwaukee,Bucks,1610612749,0,1,89,83,23.0,3.0,11.0,68.0,35.0,0.515,10.0,5.0,0.5,15.0,14.0,0.933,30.0,3.0,33.0,17.0,18.0,6.0,240.0,,,,,,,,,,,,,,,,,,21000939,Regular Season,,,
21000800,2011-02-12 20:00:00,Chicago,Bulls,1610612741,New Orleans,Hornets,1610612740,0,1,97,88,20.0,4.0,3.0,68.0,35.0,0.515,13.0,6.0,0.462,22.0,21.0,0.955,41.0,6.0,47.0,26.0,16.0,9.0,240.0,,,,,,,,,,,,,,,,,,21000800,Regular Season,,,
21000665,2011-01-25 20:30:00,Dallas,Mavericks,1610612742,Los Angeles,Clippers,1610612746,1,1,112,105,18.0,4.0,5.0,74.0,37.0,0.5,24.0,10.0,0.417,30.0,28.0,0.933,19.0,11.0,30.0,24.0,14.0,7.0,240.0,,,,,,,,,,,,,,,,,,21000665,Regular Season,,,
21000585,2011-01-14 22:30:00,Golden State,Warriors,1610612744,Los Angeles,Clippers,1610612746,1,1,122,112,29.0,3.0,9.0,82.0,43.0,0.524,26.0,14.0,0.538,24.0,22.0,0.917,28.0,7.0,35.0,22.0,14.0,10.0,240.0,,,,,,,,,,,,,,,,,,21000585,Regular Season,,,
21000555,2011-01-11 19:00:00,Indiana,Pacers,1610612754,Philadelphia,76ers,1610612755,0,1,111,103,29.0,5.0,6.0,90.0,46.0,0.511,16.0,8.0,0.5,11.0,11.0,1.0,28.0,12.0,40.0,21.0,13.0,8.0,240.0,,,,,,,,,,,,,,,,,,21000555,Regular Season,,,
21000529,2011-01-07 20:00:00,Orlando,Magic,1610612753,Houston,Rockets,1610612745,1,1,110,95,25.0,5.0,3.0,87.0,45.0,0.517,20.0,8.0,0.4,12.0,12.0,1.0,39.0,9.0,48.0,23.0,16.0,15.0,240.0,,,,,,,,,,,,,,,,,,21000529,Regular Season,,,
21000465,2010-12-29 19:30:00,Boston,Celtics,1610612738,Detroit,Pistons,1610612765,0,0,92,104,18.0,3.0,9.0,66.0,34.0,0.515,15.0,6.0,0.4,19.0,18.0,0.947,23.0,5.0,28.0,17.0,21.0,-12.0,240.0,,,,,,,,,,,,,,,,,,21000465,Regular Season,,,
21000374,2010-12-15 20:00:00,Oklahoma City,Thunder,1610612760,Houston,Rockets,1610612745,1,1,117,105,25.0,2.0,7.0,71.0,41.0,0.577,11.0,7.0,0.636,29.0,28.0,0.966,33.0,8.0,41.0,25.0,17.0,12.0,240.0,,,,,,,,,,,,,,,,,,21000374,Regular Season,,,
21000368,2010-12-15 19:00:00,Boston,Celtics,1610612738,New York,Knicks,1610612752,0,1,118,116,26.0,2.0,11.0,86.0,45.0,0.523,14.0,7.0,0.5,21.0,21.0,1.0,28.0,11.0,39.0,19.0,13.0,2.0,240.0,,,,,,,,,,,,,,,,,,21000368,Regular Season,,,
21000349,2010-12-12 12:00:00,New York,Knicks,1610612752,Denver,Nuggets,1610612743,1,1,129,125,30.0,7.0,6.0,88.0,46.0,0.523,30.0,13.0,0.433,26.0,24.0,0.923,25.0,8.0,33.0,23.0,6.0,4.0,240.0,,,,,,,,,,,,,,,,,,21000349,Regular Season,,,
21000327,2010-12-09 20:00:00,Boston,Celtics,1610612738,Philadelphia,76ers,1610612755,0,1,102,101,22.0,6.0,8.0,68.0,38.0,0.559,12.0,7.0,0.583,21.0,19.0,0.905,28.0,5.0,33.0,21.0,15.0,1.0,240.0,,,,,,,,,,,,,,,,,,21000327,Regular Season,,,
21000269,2010-12-01 20:30:00,Houston,Rockets,1610612745,Los Angeles,Lakers,1610612747,1,1,109,99,27.0,5.0,5.0,79.0,40.0,0.506,22.0,10.0,0.455,21.0,19.0,0.905,29.0,8.0,37.0,20.0,13.0,10.0,240.0,,,,,,,,,,,,,,,,,,21000269,Regular Season,,,
21000206,2010-11-23 19:30:00,New York,Knicks,1610612752,Charlotte,Bobcats,1610612766,1,1,110,107,18.0,9.0,10.0,73.0,38.0,0.521,25.0,10.0,0.4,25.0,24.0,0.96,26.0,5.0,31.0,20.0,20.0,3.0,240.0,,,,,,,,,,,,,,,,,,21000206,Regular Season,,,
21000150,2010-11-15 22:30:00,New Jersey,Nets,1610612751,Los Angeles,Clippers,1610612746,0,1,110,96,32.0,8.0,5.0,72.0,43.0,0.597,15.0,6.0,0.4,19.0,18.0,0.947,26.0,9.0,35.0,28.0,13.0,14.0,240.0,,,,,,,,,,,,,,,,,,21000150,Regular Season,,,
21000148,2010-11-15 21:00:00,Oklahoma City,Thunder,1610612760,Utah,Jazz,1610612762,0,1,115,108,18.0,6.0,9.0,75.0,38.0,0.507,15.0,6.0,0.4,34.0,33.0,0.971,25.0,14.0,39.0,21.0,12.0,7.0,240.0,,,,,,,,,,,,,,,,,,21000148,Regular Season,,,
21000128,2010-11-12 21:30:00,Oklahoma City,Thunder,1610612760,Portland,Trail Blazers,1610612757,1,1,110,108,20.0,8.0,8.0,73.0,40.0,0.548,12.0,6.0,0.5,26.0,24.0,0.923,21.0,9.0,30.0,23.0,14.0,2.0,240.0,,,,,,,,,,,,,,,,,,21000128,Regular Season,,,
40900203,2010-05-07 19:00:00,Cleveland,Cavaliers,1610612739,Boston,Celtics,1610612738,0,1,124,95,25.0,4.0,3.0,74.0,44.0,0.595,12.0,5.0,0.417,34.0,31.0,0.912,34.0,11.0,45.0,24.0,12.0,29.0,240.0,,,,,,,,,,,,,,,,,,40900203,Playoffs,East - Conf. Semifinals,,3.0
40900123,2010-04-24 19:00:00,Milwaukee,Bucks,1610612749,Atlanta,Hawks,1610612737,1,1,107,89,23.0,5.0,7.0,80.0,41.0,0.513,23.0,10.0,0.435,16.0,15.0,0.938,33.0,11.0,44.0,22.0,14.0,18.0,240.0,,,,,,,,,,,,,,,,,,40900123,Playoffs,East - First Round,,3.0
40900102,2010-04-19 20:00:00,Cleveland,Cavaliers,1610612739,Chicago,Bulls,1610612741,1,1,112,102,24.0,9.0,2.0,71.0,40.0,0.563,20.0,10.0,0.5,24.0,22.0,0.917,31.0,5.0,36.0,19.0,12.0,10.0,240.0,,,,,,,,,,,,,,,,,,40900102,Playoffs,East - First Round,,2.0
20901065,2010-03-24 20:00:00,Oklahoma City,Thunder,1610612760,Houston,Rockets,1610612745,1,1,122,104,30.0,12.0,5.0,80.0,47.0,0.588,16.0,8.0,0.5,22.0,20.0,0.909,35.0,6.0,41.0,20.0,13.0,18.0,240.0,,,,,,,,,,,,,,,,,,20901065,Regular Season,,,
20901014,2010-03-17 22:30:00,Golden State,Warriors,1610612744,New Orleans,Hornets,1610612740,1,1,131,121,32.0,3.0,14.0,87.0,47.0,0.54,27.0,13.0,0.481,26.0,24.0,0.923,26.0,6.0,32.0,25.0,14.0,10.0,240.0,,,,,,,,,,,,,,,,,,20901014,Regular Season,,,
20901003,2010-03-16 22:00:00,Phoenix,Suns,1610612756,Minnesota,Timberwolves,1610612750,1,1,152,114,37.0,4.0,7.0,98.0,55.0,0.561,31.0,15.0,0.484,29.0,27.0,0.931,31.0,16.0,47.0,26.0,7.0,38.0,240.0,,,,,,,,,,,,,,,,,,20901003,Regular Season,,,
20900975,2010-03-12 22:00:00,Portland,Trail Blazers,1610612757,Sacramento,Kings,1610612758,0,1,110,94,15.0,3.0,7.0,74.0,38.0,0.514,9.0,5.0,0.556,32.0,29.0,0.906,24.0,11.0,35.0,21.0,10.0,16.0,240.0,,,,,,,,,,,,,,,,,,20900975,Regular Season,,,
20900906,2010-03-03 20:30:00,Dallas,Mavericks,1610612742,Minnesota,Timberwolves,1610612750,1,1,112,109,23.0,3.0,6.0,86.0,43.0,0.5,17.0,9.0,0.529,18.0,17.0,0.944,20.0,10.0,30.0,21.0,12.0,3.0,240.0,,,,,,,,,,,,,,,,,,20900906,Regular Season,,,
20900898,2010-03-02 22:30:00,Los Angeles,Lakers,1610612747,Indiana,Pacers,1610612754,1,1,122,99,33.0,4.0,12.0,87.0,45.0,0.517,23.0,10.0,0.435,24.0,22.0,0.917,33.0,10.0,43.0,12.0,13.0,23.0,240.0,,,,,,,,,,,,,,,,,,20900898,Regular Season,,,
20900892,2010-03-01 20:30:00,Houston,Rockets,1610612745,Toronto,Raptors,1610612761,1,1,116,92,33.0,5.0,11.0,80.0,41.0,0.513,25.0,13.0,0.52,23.0,21.0,0.913,37.0,6.0,43.0,23.0,17.0,24.0,240.0,,,,,,,,,,,,,,,,,,20900892,Regular Season,,,
20900743,2010-02-06 19:30:00,New York,Knicks,1610612752,Cleveland,Cavaliers,1610612739,0,0,106,113,27.0,4.0,6.0,78.0,41.0,0.526,27.0,12.0,0.444,12.0,12.0,1.0,27.0,6.0,33.0,15.0,14.0,-7.0,240.0,,,,,,,,,,,,,,,,,,20900743,Regular Season,,,
20900660,2010-01-26 20:30:00,Dallas,Mavericks,1610612742,Milwaukee,Bucks,1610612749,1,1,108,107,31.0,2.0,6.0,80.0,41.0,0.513,18.0,10.0,0.556,17.0,16.0,0.941,27.0,9.0,36.0,18.0,13.0,1.0,240.0,,,,,,,,,,,,,,,,,,20900660,Regular Season,,,
20900646,2010-01-24 13:00:00,Dallas,Mavericks,1610612742,New York,Knicks,1610612752,0,1,128,78,25.0,2.0,10.0,86.0,50.0,0.581,22.0,12.0,0.545,17.0,16.0,0.941,35.0,10.0,45.0,17.0,10.0,50.0,240.0,,,,,,,,,,,,,,,,,,20900646,Regular Season,,,
20900507,2010-01-06 19:00:00,Atlanta,Hawks,1610612737,New Jersey,Nets,1610612751,1,1,119,89,33.0,2.0,9.0,75.0,43.0,0.573,22.0,13.0,0.591,21.0,20.0,0.952,34.0,8.0,42.0,21.0,18.0,30.0,240.0,,,,,,,,,,,,,,,,,,20900507,Regular Season,,,
20900478,2010-01-02 15:30:00,Charlotte,Bobcats,1610612766,Miami,Heat,1610612748,0,1,107,97,19.0,3.0,6.0,67.0,35.0,0.522,17.0,9.0,0.529,31.0,28.0,0.903,28.0,4.0,32.0,18.0,13.0,10.0,240.0,,,,,,,,,,,,,,,,,,20900478,Regular Season,,,
20900455,2009-12-29 20:00:00,Chicago,Bulls,1610612741,Indiana,Pacers,1610612754,1,1,104,95,24.0,6.0,4.0,72.0,38.0,0.528,10.0,6.0,0.6,24.0,22.0,0.917,40.0,7.0,47.0,21.0,21.0,9.0,240.0,,,,,,,,,,,,,,,,,,20900455,Regular Season,,,
20900347,2009-12-14 20:30:00,Dallas,Mavericks,1610612742,New Orleans,Hornets,1610612740,1,1,94,90,23.0,4.0,5.0,69.0,38.0,0.551,15.0,6.0,0.4,13.0,12.0,0.923,34.0,6.0,40.0,13.0,23.0,4.0,240.0,,,,,,,,,,,,,,,,,,20900347,Regular Season,,,
20900327,2009-12-11 20:00:00,New York,Knicks,1610612752,New Orleans,Hornets,1610612740,0,1,113,96,26.0,7.0,7.0,78.0,43.0,0.551,25.0,13.0,0.52,15.0,14.0,0.933,41.0,6.0,47.0,25.0,15.0,17.0,240.0,,,,,,,,,,,,,,,,,,20900327,Regular Season,,,
20900266,2009-12-02 20:00:00,Philadelphia,76ers,1610612755,Oklahoma City,Thunder,1610612760,0,0,106,117,16.0,5.0,13.0,74.0,37.0,0.5,23.0,14.0,0.609,19.0,18.0,0.947,22.0,7.0,29.0,22.0,16.0,-11.0,240.0,,,,,,,,,,,,,,,,,,20900266,Regular Season,,,
20900251,2009-11-30 21:00:00,Utah,Jazz,1610612762,Memphis,Grizzlies,1610612763,1,1,120,93,28.0,5.0,14.0,77.0,45.0,0.584,14.0,7.0,0.5,25.0,23.0,0.92,30.0,5.0,35.0,22.0,13.0,27.0,240.0,,,,,,,,,,,,,,,,,,20900251,Regular Season,,,
20900213,2009-11-25 20:00:00,Denver,Nuggets,1610612743,Minnesota,Timberwolves,1610612750,0,1,124,111,30.0,8.0,8.0,80.0,42.0,0.525,18.0,10.0,0.556,33.0,30.0,0.909,34.0,9.0,43.0,24.0,19.0,13.0,240.0,,,,,,,,,,,,,,,,,,20900213,Regular Season,,,
20900125,2009-11-13 19:00:00,Utah,Jazz,1610612762,Philadelphia,76ers,1610612755,0,1,112,90,32.0,2.0,9.0,82.0,42.0,0.512,11.0,6.0,0.545,24.0,22.0,0.917,31.0,13.0,44.0,15.0,13.0,22.0,240.0,,,,,,,,,,,,,,,,,,20900125,Regular Season,,,
20900107,2009-11-10 20:30:00,Dallas,Mavericks,1610612742,Houston,Rockets,1610612745,1,1,121,103,27.0,5.0,6.0,83.0,46.0,0.554,12.0,7.0,0.583,23.0,22.0,0.957,37.0,9.0,46.0,28.0,15.0,18.0,240.0,,,,,,,,,,,,,,,,,,20900107,Regular Season,,,
20900095,2009-11-08 21:00:00,Portland,Trail Blazers,1610612757,Minnesota,Timberwolves,1610612750,1,1,116,93,35.0,3.0,12.0,82.0,41.0,0.5,15.0,7.0,0.467,30.0,27.0,0.9,37.0,12.0,49.0,17.0,14.0,23.0,240.0,,,,,,,,,,,,,,,,,,20900095,Regular Season,,,
20900085,2009-11-07 19:00:00,Atlanta,Hawks,1610612737,Denver,Nuggets,1610612743,1,1,125,100,30.0,9.0,4.0,87.0,45.0,0.517,19.0,8.0,0.421,30.0,27.0,0.9,36.0,8.0,44.0,33.0,8.0,25.0,240.0,,,,,,,,,,,,,,,,,,20900085,Regular Season,,,
10900106,2009-10-22 19:30:00,Detroit,Pistons,1610612765,Minnesota,Timberwolves,1610612750,1,0,114,122,21.0,1.0,4.0,70.0,41.0,0.586,10.0,4.0,0.4,31.0,28.0,0.903,27.0,7.0,34.0,36.0,15.0,-8.0,240.0,,,,,,,,,,,,,,,,,,10900106,Preseason,,,
40800316,2009-05-29 21:00:00,Los Angeles,Lakers,1610612747,Denver,Nuggets,1610612743,0,1,119,92,28.0,4.0,6.0,75.0,43.0,0.573,16.0,9.0,0.563,24.0,24.0,1.0,29.0,9.0,38.0,19.0,14.0,27.0,240.0,,,,,,,,,,,,,,,,,,40800316,Playoffs,West - Conf. Finals,,6.0
20801174,2009-04-09 22:00:00,Houston,Rockets,1610612745,Sacramento,Kings,1610612758,0,1,115,98,18.0,6.0,9.0,87.0,47.0,0.54,21.0,11.0,0.524,11.0,10.0,0.909,30.0,10.0,40.0,16.0,12.0,17.0,240.0,,,,,,,,,,,,,,,,,,20801174,Regular Season,,,
20801143,2009-04-05 15:30:00,Dallas,Mavericks,1610612742,Phoenix,Suns,1610612756,1,1,140,116,34.0,7.0,6.0,85.0,51.0,0.6,25.0,15.0,0.6,25.0,23.0,0.92,25.0,12.0,37.0,29.0,16.0,24.0,240.0,,,,,,,,,,,,,,,,,,20801143,Regular Season,,,
20800980,2009-03-14 20:00:00,Minnesota,Timberwolves,1610612750,Charlotte,Bobcats,1610612766,1,1,108,100,28.0,5.0,7.0,81.0,43.0,0.531,22.0,10.0,0.455,13.0,12.0,0.923,27.0,8.0,35.0,19.0,9.0,8.0,240.0,,,,,,,,,,,,,,,,,,20800980,Regular Season,,,
20800856,2009-02-25 20:30:00,Dallas,Mavericks,1610612742,Milwaukee,Bucks,1610612749,1,1,116,96,23.0,11.0,9.0,73.0,39.0,0.534,16.0,8.0,0.5,32.0,30.0,0.938,38.0,13.0,51.0,18.0,25.0,20.0,240.0,,,,,,,,,,,,,,,,,,20800856,Regular Season,,,
20800849,2009-02-24 21:00:00,Phoenix,Suns,1610612756,Charlotte,Bobcats,1610612766,1,1,112,102,19.0,9.0,6.0,76.0,40.0,0.526,19.0,9.0,0.474,25.0,23.0,0.92,29.0,8.0,37.0,27.0,19.0,10.0,240.0,,,,,,,,,,,,,,,,,,20800849,Regular Season,,,
20800843,2009-02-24 19:00:00,Toronto,Raptors,1610612761,Minnesota,Timberwolves,1610612750,1,1,118,110,34.0,4.0,6.0,86.0,46.0,0.535,15.0,6.0,0.4,21.0,20.0,0.952,31.0,8.0,39.0,16.0,14.0,8.0,240.0,,,,,,,,,,,,,,,,,,20800843,Regular Season,,,
20800826,2009-02-21 22:30:00,Golden State,Warriors,1610612744,Oklahoma City,Thunder,1610612760,1,1,133,120,21.0,3.0,14.0,80.0,45.0,0.563,19.0,9.0,0.474,37.0,34.0,0.919,24.0,3.0,27.0,21.0,17.0,13.0,240.0,,,,,,,,,,,,,,,,,,20800826,Regular Season,,,
20800816,2009-02-20 20:30:00,Chicago,Bulls,1610612741,Denver,Nuggets,1610612743,1,1,116,99,23.0,5.0,12.0,79.0,40.0,0.506,11.0,5.0,0.455,34.0,31.0,0.912,30.0,15.0,45.0,20.0,17.0,17.0,240.0,,,,,,,,,,,,,,,,,,20800816,Regular Season,,,
20800768,2009-02-10 20:00:00,Toronto,Raptors,1610612761,Minnesota,Timberwolves,1610612750,0,1,110,102,27.0,6.0,3.0,81.0,43.0,0.531,16.0,7.0,0.438,18.0,17.0,0.944,36.0,5.0,41.0,16.0,12.0,8.0,240.0,,,,,,,,,,,,,,,,,,20800768,Regular Season,,,
20800767,2009-02-10 19:30:00,San Antonio,Spurs,1610612759,New Jersey,Nets,1610612751,0,1,108,93,27.0,4.0,4.0,78.0,41.0,0.526,18.0,8.0,0.444,20.0,18.0,0.9,33.0,9.0,42.0,18.0,6.0,15.0,240.0,,,,,,,,,,,,,,,,,,20800767,Regular Season,,,
20800754,2009-02-08 18:00:00,New York,Knicks,1610612752,Portland,Trail Blazers,1610612757,0,0,108,109,27.0,1.0,5.0,81.0,41.0,0.506,29.0,14.0,0.483,12.0,12.0,1.0,23.0,6.0,29.0,14.0,13.0,-1.0,240.0,,,,,,,,,,,,,,,,,,20800754,Regular Season,,,
20800700,2009-01-31 21:00:00,Chicago,Bulls,1610612741,Phoenix,Suns,1610612756,0,1,122,111,23.0,3.0,7.0,94.0,47.0,0.5,17.0,8.0,0.471,22.0,20.0,0.909,30.0,12.0,42.0,27.0,9.0,11.0,240.0,,,,,,,,,,,,,,,,,,20800700,Regular Season,,,
20800698,2009-01-31 20:30:00,Milwaukee,Bucks,1610612749,Atlanta,Hawks,1610612737,1,1,110,107,27.0,2.0,6.0,73.0,38.0,0.521,13.0,7.0,0.538,30.0,27.0,0.9,30.0,7.0,37.0,19.0,15.0,3.0,240.0,,,,,,,,,,,,,,,,,,20800698,Regular Season,,,
20800662,2009-01-27 19:00:00,Sacramento,Kings,1610612758,Cleveland,Cavaliers,1610612739,0,0,110,117,23.0,7.0,8.0,74.0,37.0,0.5,25.0,12.0,0.48,26.0,24.0,0.923,20.0,5.0,25.0,22.0,11.0,-7.0,240.0,,,,,,,,,,,,,,,,,,20800662,Regular Season,,,
20800626,2009-01-21 22:30:00,Golden State,Warriors,1610612744,Oklahoma City,Thunder,1610612760,1,0,121,122,25.0,6.0,6.0,75.0,39.0,0.52,12.0,5.0,0.417,40.0,38.0,0.95,25.0,7.0,32.0,26.0,14.0,-1.0,240.0,,,,,,,,,,,,,,,,,,20800626,Regular Season,,,
20800599,2009-01-18 12:30:00,Toronto,Raptors,1610612761,Phoenix,Suns,1610612756,1,0,113,117,21.0,4.0,4.0,82.0,44.0,0.537,15.0,7.0,0.467,20.0,18.0,0.9,22.0,13.0,35.0,26.0,15.0,-4.0,240.0,,,,,,,,,,,,,,,,,,20800599,Regular Season,,,
20800596,2009-01-17 21:00:00,Utah,Jazz,1610612762,Dallas,Mavericks,1610612742,0,0,108,115,21.0,5.0,10.0,76.0,39.0,0.513,18.0,8.0,0.444,24.0,22.0,0.917,24.0,6.0,30.0,22.0,15.0,-7.0,240.0,,,,,,,,,,,,,,,,,,20800596,Regular Season,,,
20800590,2009-01-17 13:00:00,Boston,Celtics,1610612738,New Jersey,Nets,1610612751,0,1,105,85,28.0,3.0,6.0,69.0,36.0,0.522,24.0,10.0,0.417,25.0,23.0,0.92,32.0,5.0,37.0,23.0,19.0,20.0,240.0,,,,,,,,,,,,,,,,,,20800590,Regular Season,,,
20800488,2009-01-03 19:00:00,Atlanta,Hawks,1610612737,Houston,Rockets,1610612745,1,1,103,100,27.0,4.0,6.0,73.0,43.0,0.589,10.0,4.0,0.4,14.0,13.0,0.929,25.0,4.0,29.0,21.0,12.0,3.0,240.0,,,,,,,,,,,,,,,,,,20800488,Regular Season,,,
20800392,2008-12-20 20:00:00,Houston,Rockets,1610612745,Minnesota,Timberwolves,1610612750,0,1,109,102,26.0,4.0,6.0,74.0,39.0,0.527,23.0,12.0,0.522,21.0,19.0,0.905,36.0,5.0,41.0,22.0,13.0,7.0,240.0,,,,,,,,,,,,,,,,,,20800392,Regular Season,,,
20800342,2008-12-13 20:30:00,Milwaukee,Bucks,1610612749,Indiana,Pacers,1610612754,1,1,121,103,25.0,5.0,9.0,84.0,43.0,0.512,20.0,8.0,0.4,30.0,27.0,0.9,33.0,11.0,44.0,24.0,16.0,18.0,240.0,,,,,,,,,,,,,,,,,,20800342,Regular Season,,,
20800306,2008-12-09 19:00:00,Detroit,Pistons,1610612765,Washington,Wizards,1610612764,0,0,94,107,24.0,3.0,1.0,72.0,37.0,0.514,15.0,7.0,0.467,14.0,13.0,0.929,30.0,4.0,34.0,21.0,12.0,-13.0,240.0,,,,,,,,,,,,,,,,,,20800306,Regular Season,,,
20800291,2008-12-06 20:00:00,New Orleans,Hornets,1610612740,Memphis,Grizzlies,1610612763,1,1,106,87,21.0,3.0,5.0,73.0,38.0,0.521,20.0,11.0,0.55,20.0,19.0,0.95,35.0,6.0,41.0,27.0,14.0,19.0,240.0,,,,,,,,,,,,,,,,,,20800291,Regular Season,,,
20800202,2008-11-24 21:00:00,Chicago,Bulls,1610612741,Utah,Jazz,1610612762,0,1,101,100,18.0,2.0,9.0,80.0,41.0,0.513,11.0,5.0,0.455,15.0,14.0,0.933,26.0,11.0,37.0,14.0,19.0,1.0,240.0,,,,,,,,,,,,,,,,,,20800202,Regular Season,,,
20800182,2008-11-21 22:30:00,Chicago,Bulls,1610612741,Golden State,Warriors,1610612744,0,1,115,110,23.0,6.0,11.0,88.0,45.0,0.511,23.0,10.0,0.435,16.0,15.0,0.938,27.0,12.0,39.0,24.0,18.0,5.0,240.0,,,,,,,,,,,,,,,,,,20800182,Regular Season,,,
20800110,2008-11-12 20:00:00,New York,Knicks,1610612752,Memphis,Grizzlies,1610612763,0,1,132,103,28.0,1.0,11.0,88.0,52.0,0.591,34.0,19.0,0.559,9.0,9.0,1.0,31.0,5.0,36.0,18.0,12.0,29.0,240.0,,,,,,,,,,,,,,,,,,20800110,Regular Season,,,
20800050,2008-11-04 20:30:00,Dallas,Mavericks,1610612742,San Antonio,Spurs,1610612759,0,1,98,81,22.0,1.0,4.0,81.0,43.0,0.531,17.0,7.0,0.412,5.0,5.0,1.0,36.0,9.0,45.0,15.0,7.0,17.0,240.0,,,,,,,,,,,,,,,,,,20800050,Regular Season,,,
20800025,2008-10-31 22:30:00,San Antonio,Spurs,1610612759,Portland,Trail Blazers,1610612757,0,0,99,100,24.0,0.0,1.0,68.0,38.0,0.559,16.0,9.0,0.563,15.0,14.0,0.933,26.0,5.0,31.0,21.0,14.0,-1.0,240.0,,,,,,,,,,,,,,,,,,20800025,Regular Season,,,
10800105,2008-10-23 22:00:00,Houston,Rockets,1610612745,Sacramento,Kings,1610612758,0,1,110,97,18.0,3.0,10.0,75.0,42.0,0.56,13.0,6.0,0.462,21.0,20.0,0.952,31.0,9.0,40.0,19.0,23.0,13.0,240.0,,,,,,,,,,,,,,,,,,10800105,Preseason,,,
20701192,2008-04-12 20:30:00,New Jersey,Nets,1610612751,Milwaukee,Bucks,1610612749,0,1,111,98,34.0,2.0,11.0,80.0,45.0,0.563,21.0,10.0,0.476,11.0,11.0,1.0,23.0,5.0,28.0,20.0,14.0,13.0,240.0,,,,,,,,,,,,,,,,,,20701192,Regular Season,,,
20701158,2008-04-08 20:00:00,Phoenix,Suns,1610612756,Memphis,Grizzlies,1610612763,0,1,127,113,25.0,3.0,6.0,85.0,48.0,0.565,25.0,10.0,0.4,21.0,21.0,1.0,27.0,7.0,34.0,17.0,10.0,14.0,240.0,,,,,,,,,,,,,,,,,,20701158,Regular Season,,,
20701101,2008-03-31 20:00:00,Atlanta,Hawks,1610612737,Memphis,Grizzlies,1610612763,0,1,116,99,28.0,1.0,9.0,77.0,43.0,0.558,22.0,10.0,0.455,21.0,20.0,0.952,27.0,4.0,31.0,16.0,12.0,17.0,240.0,,,,,,,,,,,,,,,,,,20701101,Regular Season,,,
20701094,2008-03-30 18:00:00,Toronto,Raptors,1610612761,New Orleans,Hornets,1610612740,1,0,111,118,31.0,2.0,4.0,86.0,45.0,0.523,21.0,9.0,0.429,12.0,12.0,1.0,26.0,8.0,34.0,14.0,11.0,-7.0,240.0,,,,,,,,,,,,,,,,,,20701094,Regular Season,,,
20701038,2008-03-22 22:00:00,Phoenix,Suns,1610612756,Houston,Rockets,1610612745,1,1,122,113,24.0,7.0,3.0,69.0,39.0,0.565,14.0,6.0,0.429,40.0,38.0,0.95,35.0,6.0,41.0,23.0,16.0,9.0,240.0,,,,,,,,,,,,,,,,,,20701038,Regular Season,,,
20701019,2008-03-21 19:00:00,Orlando,Magic,1610612753,Philadelphia,76ers,1610612755,1,1,113,95,26.0,3.0,3.0,77.0,41.0,0.532,23.0,14.0,0.609,18.0,17.0,0.944,32.0,12.0,44.0,22.0,21.0,18.0,240.0,,,,,,,,,,,,,,,,,,20701019,Regular Season,,,
20700958,2008-03-12 20:00:00,Utah,Jazz,1610612762,Milwaukee,Bucks,1610612749,0,1,114,110,30.0,6.0,8.0,79.0,41.0,0.519,11.0,5.0,0.455,30.0,27.0,0.9,28.0,5.0,33.0,25.0,12.0,4.0,240.0,,,,,,,,,,,,,,,,,,20700958,Regular Season,,,
20700930,2008-03-08 20:30:00,Houston,Rockets,1610612745,New Orleans,Hornets,1610612740,1,1,106,96,27.0,6.0,8.0,84.0,42.0,0.5,34.0,14.0,0.412,8.0,8.0,1.0,33.0,10.0,43.0,15.0,13.0,10.0,240.0,,,,,,,,,,,,,,,,,,20700930,Regular Season,,,
20700868,2008-02-29 22:30:00,Portland,Trail Blazers,1610612757,Los Angeles,Lakers,1610612747,1,1,119,111,29.0,1.0,4.0,87.0,46.0,0.529,19.0,9.0,0.474,20.0,18.0,0.9,28.0,7.0,35.0,21.0,6.0,8.0,240.0,,,,,,,,,,,,,,,,,,20700868,Regular Season,,,
20700786,2008-02-19 21:00:00,Utah,Jazz,1610612762,Golden State,Warriors,1610612744,1,1,119,109,31.0,6.0,4.0,84.0,45.0,0.536,16.0,8.0,0.5,23.0,21.0,0.913,33.0,12.0,45.0,21.0,19.0,10.0,240.0,,,,,,,,,,,,,,,,,,20700786,Regular Season,,,
20700708,2008-02-05 19:00:00,Boston,Celtics,1610612738,Cleveland,Cavaliers,1610612739,0,0,113,114,21.0,2.0,8.0,74.0,42.0,0.568,18.0,9.0,0.5,22.0,20.0,0.909,22.0,7.0,29.0,29.0,19.0,-1.0,240.0,,,,,,,,,,,,,,,,,,20700708,Regular Season,,,
